,Transcript_Num,pred_1,pred_2,pred_3
7157,7157,confident up,confident up,confident up
7158,7158,unconfident up,unconfident down,confident up
7159,7159,unconfident down,unconfident down,unconfident up
7160,7160,unconfident up,confident up,unconfident up
7161,7161,unconfident up,unconfident up,confident up
7162,7162,confident up,unconfident up,confident up
7163,7163,confident up,unconfident up,unconfident up
7164,7164,unconfident up,confident up,unconfident up
7165,7165,confident up,unconfident down,unconfident down
7166,7166,unconfident up,unconfident up,unconfident up
7167,7167,confident up,confident up,confident up
7168,7168,unconfident down,unconfident down,unconfident down
7169,7169,confident up,confident up,unconfident up
7170,7170,unconfident down,unconfident up,unconfident up
7171,7171,unconfident up,unconfident up,unconfident down
7172,7172,confident up,unconfident up,confident up
7173,7173,confident up,unconfident up,confident up
7174,7174,unconfident up,unconfident up,unconfident up
7175,7175,unconfident down,unconfident up,confident up
7176,7176,unconfident up,confident up,unconfident up
7177,7177,unconfident up,confident up,unconfident down
7178,7178,confident up,confident up,confident up
7179,7179,confident up,confident up,confident up
7180,7180,confident up,unconfident up,confident up
7181,7181,confident up,confident up,confident down
7182,7182,unconfident up,unconfident up,unconfident down
7183,7183,confident up,unconfident down,unconfident up
7184,7184,unconfident down,confident up,unconfident up
7185,7185,unconfident up,unconfident down,unconfident down
7186,7186,confident up,confident up,confident up
7187,7187,confident up,unconfident up,unconfident up
7188,7188,unconfident up,unconfident up,confident up
7189,7189,confident up,confident up,confident up
7190,7190,confident up,unconfident up,unconfident up
7191,7191,unconfident up,unconfident up,unconfident up
7192,7192,unconfident down,unconfident up,unconfident up
7193,7193,confident up,unconfident up,confident up
7194,7194,unconfident up,unconfident down,unconfident down
7195,7195,unconfident up,confident up,unconfident down
7196,7196,confident up,unconfident up,confident up
7197,7197,confident up,confident up,unconfident down
7198,7198,confident up,confident up,confident up
7199,7199,unconfident down,unconfident up,unconfident up
7200,7200,unconfident down,unconfident down,unconfident up
7201,7201,unconfident up,confident up,unconfident up
7202,7202,unconfident down,confident up,unconfident down
7203,7203,unconfident down,confident up,confident up
7204,7204,confident up,unconfident up,confident up
7205,7205,confident down,unconfident up,unconfident down
7206,7206,unconfident up,unconfident down,unconfident up
7207,7207,confident up,unconfident up,confident up
7208,7208,unconfident up,unconfident up,confident up
7209,7209,unconfident up,confident up,confident up
7210,7210,unconfident up,unconfident down,unconfident up
7211,7211,unconfident up,confident up,unconfident up
7212,7212,confident down,unconfident up,confident up
7213,7213,confident up,confident up,confident up
7214,7214,unconfident down,confident up,confident up
7215,7215,confident down,confident up,confident up
7216,7216,confident down,unconfident down,confident up
7217,7217,unconfident down,unconfident down,unconfident up
7218,7218,confident up,unconfident down,unconfident down
7219,7219,confident up,confident up,confident up
7220,7220,unconfident up,unconfident down,confident up
7221,7221,confident up,unconfident up,confident up
7222,7222,confident up,confident up,unconfident up
7223,7223,confident up,unconfident up,unconfident down
7224,7224,confident up,unconfident up,confident up
7225,7225,confident down,confident down,confident down
7226,7226,confident up,unconfident up,unconfident up
7227,7227,unconfident up,confident up,unconfident up
7228,7228,confident up,confident up,unconfident up
7229,7229,unconfident up,unconfident down,confident up
7230,7230,unconfident up,confident up,confident up
7231,7231,unconfident up,confident up,confident up
7232,7232,confident up,confident up,unconfident up
7233,7233,unconfident down,unconfident up,unconfident down
7234,7234,unconfident up,confident down,unconfident down
7235,7235,unconfident up,confident up,confident up
7236,7236,confident down,confident down,unconfident down
7237,7237,unconfident down,confident up,unconfident down
7238,7238,confident up,confident up,unconfident up
7239,7239,confident up,confident down,unconfident up
7240,7240,confident up,confident down,unconfident down
7241,7241,confident up,confident up,unconfident up
7242,7242,unconfident down,confident down,confident down
7243,7243,unconfident up,unconfident down,unconfident down
7244,7244,confident up,confident up,confident up
7245,7245,unconfident down,confident up,unconfident up
7246,7246,confident up,unconfident up,unconfident up
7247,7247,unconfident up,confident up,unconfident down
7248,7248,unconfident up,unconfident down,confident up
7249,7249,confident up,unconfident up,unconfident down
7250,7250,unconfident up,confident up,confident up
7251,7251,unconfident up,confident up,unconfident down
7252,7252,unconfident up,unconfident down,unconfident down
7253,7253,unconfident down,unconfident up,confident up
7254,7254,confident up,confident up,unconfident down
7255,7255,unconfident up,unconfident down,"unconfident up 

"
7256,7256,unconfident down,confident down,unconfident up
7257,7257,confident up,confident up,unconfident down
7258,7258,unconfident down,confident down,unconfident down
7259,7259,confident up,unconfident up,confident down
7260,7260,unconfident up,confident up,confident up
7261,7261,unconfident up,unconfident up,unconfident down
7262,7262,unconfident up,confident up,unconfident up
7263,7263,unconfident up,unconfident up,unconfident up
7264,7264,confident up,confident up,confident up
7265,7265,confident up,unconfident up,unconfident down
7266,7266,unconfident down,confident down,unconfident down
7267,7267,confident up,unconfident up,unconfident down
7268,7268,confident up,confident up,confident up
7269,7269,confident up,confident up,confident up
7270,7270,confident down,confident down,unconfident up
7271,7271,unconfident down,unconfident up,unconfident down
7272,7272,unconfident up,unconfident up,unconfident down
7273,7273,unconfident up,confident down,unconfident down
7274,7274,confident up,confident up,confident up
7275,7275,unconfident up,unconfident up,confident up
7276,7276,unconfident down,unconfident up,unconfident down
7277,7277,unconfident up,unconfident up,unconfident up
7278,7278,confident up,unconfident up,confident up
7279,7279,confident up,confident up,confident up
7280,7280,unconfident up,unconfident down,unconfident down
7281,7281,unconfident up,unconfident down,unconfident up
7282,7282,confident down,confident down,confident down
7283,7283,unconfident up,unconfident down,unconfident up
7284,7284,confident down,unconfident down,unconfident down
7285,7285,unconfident up,unconfident up,unconfident up
7286,7286,confident up,unconfident down.,confident down
7287,7287,unconfident up,unconfident up,unconfident up
7288,7288,unconfident down,confident down,confident down
7289,7289,confident down,unconfident up,unconfident up
7290,7290,unconfident up,unconfident up,unconfident up
7291,7291,unconfident up,unconfident up,confident up
7292,7292,confident down,unconfident up,confident down
7293,7293,confident up,confident up,unconfident down
7294,7294,unconfident down,confident up,unconfident down
7295,7295,confident up,confident up,unconfident down
7296,7296,unconfident up,unconfident up,unconfident up
7297,7297,unconfident up,unconfident down,unconfident up
7298,7298,confident up,confident up,confident up
7299,7299,unconfident up,unconfident down,unconfident up
7300,7300,unconfident up,unconfident up,unconfident up
7301,7301,unconfident down,unconfident down,unconfident down
7302,7302,unconfident up,unconfident up,confident up
7303,7303,unconfident up,confident up,confident up
7304,7304,unconfident up,unconfident up,confident up
7305,7305,confident up,unconfident up,confident up
7306,7306,unconfident up,unconfident up,unconfident down
7307,7307,confident up,confident down,unconfident down
7308,7308,confident up,confident up,unconfident up
7309,7309,unconfident down,unconfident up,confident up
7310,7310,unconfident up,confident up,unconfident down
7311,7311,unconfident down,confident down,unconfident down
7312,7312,unconfident down,unconfident up,confident up
7313,7313,unconfident up,confident up,unconfident up
7314,7314,unconfident up,confident up,unconfident down
7315,7315,confident up,unconfident up,unconfident down
7316,7316,unconfident down,unconfident down,unconfident down
7317,7317,unconfident up,confident up,confident down
7318,7318,confident up,unconfident up,confident up
7319,7319,unconfident up,confident up,unconfident up
7320,7320,unconfident up,unconfident up,confident up
7321,7321,unconfident down,unconfident up,confident down
7322,7322,confident down,unconfident up,unconfident up
7323,7323,unconfident down,confident up,confident up
7324,7324,confident up,confident up,unconfident up
7325,7325,confident down,unconfident up,confident up
7326,7326,confident up,unconfident up,confident up
7327,7327,unconfident down,confident down,unconfident down
7328,7328,unconfident up,confident down,unconfident up
7329,7329,unconfident down,unconfident down,unconfident down
7330,7330,unconfident down,unconfident up,unconfident down
7331,7331,unconfident up,confident up,unconfident up
7332,7332,unconfident up,unconfident up,unconfident up
7333,7333,confident up,unconfident down,confident up
7334,7334,confident up,confident up,confident up
